id,expect_date,actual_date,result
842,2016-06-08 | Date before 2017 | Date before 2017,2016-06-08 | Date before 2017 | Date before 2017,Accept
843,2016-03-12 | Date before 2017 | Date before 2017,2016-03-12 | Date before 2017 | Date before 2017,Accept
844,2016-04-09 | Date before 2017 | Date before 2017,2016-04-09 | Date before 2017 | Date before 2017,Accept
845,2016-07-13 | Date before 2017 | Date before 2017,2016-07-13 | Date before 2017 | Date before 2017,Accept
846,2019-01-01 | Date after 2018 | Date after 2018,2019-01-01 | Date after 2018 | Date after 2018,Accept
847,2019-11-19 | Date after 2018 | Date after 2018,2019-11-19 | Date after 2018 | Date after 2018,Accept
848,2019-07-03 | Date after 2018 | Date after 2018,2019-07-03 | Date after 2018 | Date after 2018,Accept
849,2019-07-30 | Date after 2018 | Date after 2018,2019-07-30 | Date after 2018 | Date after 2018,Accept
850,2019-09-11 | Date after 2018 | Date after 2018,2019-09-11 | Date after 2018 | Date after 2018,Accept
851,2019-12-16 | Date after 2018 | Date after 2018,2019-12-16 | Date after 2018 | Date after 2018,Accept
852,2019-11-09 | Date after 2018 | Date after 2018,2019-11-09 | Date after 2018 | Date after 2018,Accept
853,2019-11-16 | Date after 2018 | Date after 2018,2019-11-16 | Date after 2018 | Date after 2018,Accept
854,2019-12-03 | Date after 2018 | Date after 2018,2019-12-03 | Date after 2018 | Date after 2018,Accept
855,2019-02-21 | Date after 2018 | Date after 2018,2019-02-21 | Date after 2018 | Date after 2018,Accept
856,2019-03-15 | Date after 2018 | Date after 2018,2019-03-15 | Date after 2018 | Date after 2018,Accept
857,2019-02-25 | Date after 2018 | Date after 2018,2019-02-25 | Date after 2018 | Date after 2018,Accept
858,2019-08-21 | Date after 2018 | Date after 2018,2019-08-21 | Date after 2018 | Date after 2018,Accept
859,2019-06-06 | Date after 2018 | Date after 2018,2019-06-06 | Date after 2018 | Date after 2018,Accept
860,2019-01-28 | Date after 2018 | Date after 2018,2019-01-28 | Date after 2018 | Date after 2018,Accept
861,2019-06-07 | Date after 2018 | Date after 2018,2019-06-07 | Date after 2018 | Date after 2018,Accept
862,2019-06-01 | Date after 2018 | Date after 2018,2019-06-01 | Date after 2018 | Date after 2018,Accept
863,2019-08-03 | Date after 2018 | Date after 2018,2019-08-03 | Date after 2018 | Date after 2018,Accept
864,2019-09-16 | Date after 2018 | Date after 2018,2019-09-16 | Date after 2018 | Date after 2018,Accept
865,2019-10-30 | Date after 2018 | Date after 2018,2019-10-30 | Date after 2018 | Date after 2018,Accept
866,2019-01-10 | Date after 2018 | Date after 2018,2019-01-10 | Date after 2018 | Date after 2018,Accept
867,2019-03-23 | Date after 2018 | Date after 2018,2019-03-23 | Date after 2018 | Date after 2018,Accept
868,2019-11-26 | Date after 2018 | Date after 2018,2019-11-26 | Date after 2018 | Date after 2018,Accept
869,2019-03-10 | Date after 2018 | Date after 2018,2019-03-10 | Date after 2018 | Date after 2018,Accept
870,2019-05-31 | Date after 2018 | Date after 2018,2019-05-31 | Date after 2018 | Date after 2018,Accept
871,2019-04-06 | Date after 2018 | Date after 2018,2019-04-06 | Date after 2018 | Date after 2018,Accept
872,2019-06-05 | Date after 2018 | Date after 2018,2019-06-05 | Date after 2018 | Date after 2018,Accept
873,2019-05-08 | Date after 2018 | Date after 2018,2019-05-08 | Date after 2018 | Date after 2018,Accept
874,2019-06-02 | Date after 2018 | Date after 2018,2019-06-02 | Date after 2018 | Date after 2018,Accept
875,2019-01-30 | Date after 2018 | Date after 2018,2019-01-30 | Date after 2018 | Date after 2018,Accept
876,2019-05-10 | Date after 2018 | Date after 2018,2019-05-10 | Date after 2018 | Date after 2018,Accept
877,2019-02-16 | Date after 2018 | Date after 2018,2019-02-16 | Date after 2018 | Date after 2018,Accept
878,2019-02-02 | Date after 2018 | Date after 2018,2019-02-02 | Date after 2018 | Date after 2018,Accept
879,2019-09-03 | Date after 2018 | Date after 2018,2019-09-03 | Date after 2018 | Date after 2018,Accept
880,2019-12-10 | Date after 2018 | Date after 2018,2019-12-10 | Date after 2018 | Date after 2018,Accept
881,2019-09-18 | Date after 2018 | Date after 2018,2019-09-18 | Date after 2018 | Date after 2018,Accept
882,2019-04-29 | Date after 2018 | Date after 2018,2019-04-29 | Date after 2018 | Date after 2018,Accept
883,2019-03-21 | Date after 2018 | Date after 2018,2019-03-21 | Date after 2018 | Date after 2018,Accept
884,2019-05-28 | Date after 2018 | Date after 2018,2019-05-28 | Date after 2018 | Date after 2018,Accept
885,2019-09-20 | Date after 2018 | Date after 2018,2019-09-20 | Date after 2018 | Date after 2018,Accept
886,2019-07-10 | Date after 2018 | Date after 2018,2019-07-10 | Date after 2018 | Date after 2018,Accept
887,2019-11-03 | Date after 2018 | Date after 2018,2019-11-03 | Date after 2018 | Date after 2018,Accept
888,2019-04-10 | Date after 2018 | Date after 2018,2019-04-10 | Date after 2018 | Date after 2018,Accept
889,2019-05-25 | Date after 2018 | Date after 2018,2019-05-25 | Date after 2018 | Date after 2018,Accept
890,2019-10-06 | Date after 2018 | Date after 2018,2019-10-06 | Date after 2018 | Date after 2018,Accept
891,2019-08-27 | Date after 2018 | Date after 2018,2019-08-27 | Date after 2018 | Date after 2018,Accept
892,2019-05-21 | Date after 2018 | Date after 2018,2019-05-21 | Date after 2018 | Date after 2018,Accept
893,2019-02-08 | Date after 2018 | Date after 2018,2019-02-08 | Date after 2018 | Date after 2018,Accept
894,2019-12-11 | Date after 2018 | Date after 2018,2019-12-11 | Date after 2018 | Date after 2018,Accept
895,2019-05-24 | Date after 2018 | Date after 2018,2019-05-24 | Date after 2018 | Date after 2018,Accept
896,2019-04-01 | Date after 2018 | Date after 2018,2019-04-01 | Date after 2018 | Date after 2018,Accept
897,2019-04-07 | Date after 2018 | Date after 2018,2019-04-07 | Date after 2018 | Date after 2018,Accept
898,2019-02-28 | Date after 2018 | Date after 2018,2019-02-28 | Date after 2018 | Date after 2018,Accept
899,2019-02-11 | Date after 2018 | Date after 2018,2019-02-11 | Date after 2018 | Date after 2018,Accept
900,2019-04-13 | Date after 2018 | Date after 2018,2019-04-13 | Date after 2018 | Date after 2018,Accept
901,2019-09-24 | Date after 2018 | Date after 2018,2019-09-24 | Date after 2018 | Date after 2018,Accept
902,2019-02-10 | Date after 2018 | Date after 2018,2019-02-10 | Date after 2018 | Date after 2018,Accept
903,2019-10-08 | Date after 2018 | Date after 2018,2019-10-08 | Date after 2018 | Date after 2018,Accept
904,2019-05-02 | Date after 2018 | Date after 2018,2019-05-02 | Date after 2018 | Date after 2018,Accept
905,2019-07-23 | Date after 2018 | Date after 2018,2019-07-23 | Date after 2018 | Date after 2018,Accept
906,2019-02-26 | Date after 2018 | Date after 2018,2019-02-26 | Date after 2018 | Date after 2018,Accept
907,2019-12-14 | Date after 2018 | Date after 2018,2019-12-14 | Date after 2018 | Date after 2018,Accept
908,2019-12-06 | Date after 2018 | Date after 2018,2019-12-06 | Date after 2018 | Date after 2018,Accept
909,2019-04-28 | Date after 2018 | Date after 2018,2019-04-28 | Date after 2018 | Date after 2018,Accept
910,2019-12-21 | Date after 2018 | Date after 2018,2019-12-21 | Date after 2018 | Date after 2018,Accept
911,2019-08-11 | Date after 2018 | Date after 2018,2019-08-11 | Date after 2018 | Date after 2018,Accept
912,2019-08-04 | Date after 2018 | Date after 2018,2019-08-04 | Date after 2018 | Date after 2018,Accept
913,2019-05-09 | Date after 2018 | Date after 2018,2019-05-09 | Date after 2018 | Date after 2018,Accept
914,2019-12-18 | Date after 2018 | Date after 2018,2019-12-18 | Date after 2018 | Date after 2018,Accept
915,2019-01-12 | Date after 2018 | Date after 2018,2019-01-12 | Date after 2018 | Date after 2018,Accept
916,2019-01-13 | Date after 2018 | Date after 2018,2019-01-13 | Date after 2018 | Date after 2018,Accept
917,2019-08-26 | Date after 2018 | Date after 2018,2019-08-26 | Date after 2018 | Date after 2018,Accept
918,2019-11-11 | Date after 2018 | Date after 2018,2019-11-11 | Date after 2018 | Date after 2018,Accept
919,2019-09-25 | Date after 2018 | Date after 2018,2019-09-25 | Date after 2018 | Date after 2018,Accept
920,2019-10-22 | Date after 2018 | Date after 2018,2019-10-22 | Date after 2018 | Date after 2018,Accept
921,2019-05-11 | Date after 2018 | Date after 2018,2019-05-11 | Date after 2018 | Date after 2018,Accept
922,2019-09-10 | Date after 2018 | Date after 2018,2019-09-10 | Date after 2018 | Date after 2018,Accept
923,2019-04-24 | Date after 2018 | Date after 2018,2019-04-24 | Date after 2018 | Date after 2018,Accept
924,2019-02-19 | Date after 2018 | Date after 2018,2019-02-19 | Date after 2018 | Date after 2018,Accept
925,2019-08-23 | Date after 2018 | Date after 2018,2019-08-23 | Date after 2018 | Date after 2018,Accept
926,2019-10-23 | Date after 2018 | Date after 2018,2019-10-23 | Date after 2018 | Date after 2018,Accept
927,2019-04-23 | Date after 2018 | Date after 2018,2019-04-23 | Date after 2018 | Date after 2018,Accept
928,2019-01-21 | Date after 2018 | Date after 2018,2019-01-21 | Date after 2018 | Date after 2018,Accept
929,2019-01-08 | Date after 2018 | Date after 2018,2019-01-08 | Date after 2018 | Date after 2018,Accept
930,2019-01-07 | Date after 2018 | Date after 2018,2019-01-07 | Date after 2018 | Date after 2018,Accept
931,2019-08-13 | Date after 2018 | Date after 2018,2019-08-13 | Date after 2018 | Date after 2018,Accept
932,2019-03-27 | Date after 2018 | Date after 2018,2019-03-27 | Date after 2018 | Date after 2018,Accept
933,2019-07-22 | Date after 2018 | Date after 2018,2019-07-22 | Date after 2018 | Date after 2018,Accept
934,2019-05-01 | Date after 2018 | Date after 2018,2019-05-01 | Date after 2018 | Date after 2018,Accept
935,2019-12-07 | Date after 2018 | Date after 2018,2019-12-07 | Date after 2018 | Date after 2018,Accept
936,2019-06-10 | Date after 2018 | Date after 2018,2019-06-10 | Date after 2018 | Date after 2018,Accept
937,2019-04-02 | Date after 2018 | Date after 2018,2019-04-02 | Date after 2018 | Date after 2018,Accept
938,2019-01-15 | Date after 2018 | Date after 2018,2019-01-15 | Date after 2018 | Date after 2018,Accept
939,2019-10-28 | Date after 2018 | Date after 2018,2019-10-28 | Date after 2018 | Date after 2018,Accept
940,2019-10-02 | Date after 2018 | Date after 2018,2019-10-02 | Date after 2018 | Date after 2018,Accept
941,2019-03-06 | Date after 2018 | Date after 2018,2019-03-06 | Date after 2018 | Date after 2018,Accept
942,2019-12-19 | Date after 2018 | Date after 2018,2019-12-19 | Date after 2018 | Date after 2018,Accept
943,2019-07-15 | Date after 2018 | Date after 2018,2019-07-15 | Date after 2018 | Date after 2018,Accept
944,2019-06-15 | Date after 2018 | Date after 2018,2019-06-15 | Date after 2018 | Date after 2018,Accept
945,2019-01-27 | Date after 2018 | Date after 2018,2019-01-27 | Date after 2018 | Date after 2018,Accept
946,2019-08-22 | Date after 2018 | Date after 2018,2019-08-22 | Date after 2018 | Date after 2018,Accept
947,2019-11-25 | Date after 2018 | Date after 2018,2019-11-25 | Date after 2018 | Date after 2018,Accept
948,2019-11-07 | Date after 2018 | Date after 2018,2019-11-07 | Date after 2018 | Date after 2018,Accept
949,2019-11-13 | Date after 2018 | Date after 2018,2019-11-13 | Date after 2018 | Date after 2018,Accept
950,2019-09-21 | Date after 2018 | Date after 2018,2019-09-21 | Date after 2018 | Date after 2018,Accept
951,2019-11-15 | Date after 2018 | Date after 2018,2019-11-15 | Date after 2018 | Date after 2018,Accept
952,2019-04-17 | Date after 2018 | Date after 2018,2019-04-17 | Date after 2018 | Date after 2018,Accept
953,2019-03-09 | Date after 2018 | Date after 2018,2019-03-09 | Date after 2018 | Date after 2018,Accept
954,2019-04-14 | Date after 2018 | Date after 2018,2019-04-14 | Date after 2018 | Date after 2018,Accept
955,2019-04-11 | Date after 2018 | Date after 2018,2019-04-11 | Date after 2018 | Date after 2018,Accept
956,2019-07-09 | Date after 2018 | Date after 2018,2019-07-09 | Date after 2018 | Date after 2018,Accept
957,2019-02-22 | Date after 2018 | Date after 2018,2019-02-22 | Date after 2018 | Date after 2018,Accept
958,2019-01-22 | Date after 2018 | Date after 2018,2019-01-22 | Date after 2018 | Date after 2018,Accept
959,2019-09-07 | Date after 2018 | Date after 2018,2019-09-07 | Date after 2018 | Date after 2018,Accept
960,2019-01-06 | Date after 2018 | Date after 2018,2019-01-06 | Date after 2018 | Date after 2018,Accept
961,2017-01-32 | Invalid date format | Invalid date format,2017-01-32 | Invalid date format | Invalid date format,Accept
962,2017-02-29 | Invalid date format | Invalid date format,2017-02-29 | Invalid date format | Invalid date format,Accept
963,2017-03-32 | Invalid date format | Invalid date format,2017-03-32 | Invalid date format | Invalid date format,Accept
964,2017-04-31 | Invalid date format | Invalid date format,2017-04-31 | Invalid date format | Invalid date format,Accept
965,2017-05-32 | Invalid date format | Invalid date format,2017-05-32 | Invalid date format | Invalid date format,Accept
966,2017-06-31 | Invalid date format | Invalid date format,2017-06-31 | Invalid date format | Invalid date format,Accept
967,2017-00-15 | Invalid date format | Invalid date format,2017-00-15 | Invalid date format | Invalid date format,Accept
968,2017-07-32 | Invalid date format | Invalid date format,2017-07-32 | Invalid date format | Invalid date format,Accept
969,2017-08-32 | Invalid date format | Invalid date format,2017-08-32 | Invalid date format | Invalid date format,Accept
970,2017-09-31 | Invalid date format | Invalid date format,2017-09-31 | Invalid date format | Invalid date format,Accept
971,2017-10-32 | Invalid date format | Invalid date format,2017-10-32 | Invalid date format | Invalid date format,Accept
972,2017-11-31 | Invalid date format | Invalid date format,2017-11-31 | Invalid date format | Invalid date format,Accept
973,2017-12-32 | Invalid date format | Invalid date format,2017-12-32 | Invalid date format | Invalid date format,Accept
974,2017-13-22 | Invalid date format | Invalid date format,2017-13-22 | Invalid date format | Invalid date format,Accept
975,2018-01-32 | Invalid date format | Invalid date format,2018-01-32 | Invalid date format | Invalid date format,Accept
976,2018-02-29 | Invalid date format | Invalid date format,2018-02-29 | Invalid date format | Invalid date format,Accept
977,2018-03-32 | Invalid date format | Invalid date format,2018-03-32 | Invalid date format | Invalid date format,Accept
978,2018-04-31 | Invalid date format | Invalid date format,2018-04-31 | Invalid date format | Invalid date format,Accept
979,2018-05-32 | Invalid date format | Invalid date format,2018-05-32 | Invalid date format | Invalid date format,Accept
980,2018-06-31 | Invalid date format | Invalid date format,2018-06-31 | Invalid date format | Invalid date format,Accept
981,2018-07-32 | Invalid date format | Invalid date format,2018-07-32 | Invalid date format | Invalid date format,Accept
982,2018-08-32 | Invalid date format | Invalid date format,2018-08-32 | Invalid date format | Invalid date format,Accept
983,2018-09-31 | Invalid date format | Invalid date format,2018-09-31 | Invalid date format | Invalid date format,Accept
984,2018-10-32 | Invalid date format | Invalid date format,2018-10-32 | Invalid date format | Invalid date format,Accept
985,2018-11-31 | Invalid date format | Invalid date format,2018-11-31 | Invalid date format | Invalid date format,Accept
986,2018-12-32 | Invalid date format | Invalid date format,2018-12-32 | Invalid date format | Invalid date format,Accept
987,2016-01-32 | Invalid date format | Invalid date format,2016-01-32 | Invalid date format | Invalid date format,Accept
988,2016-02-30 | Invalid date format | Invalid date format,2016-02-30 | Invalid date format | Invalid date format,Accept
989,2016-03-32 | Invalid date format | Invalid date format,2016-03-32 | Invalid date format | Invalid date format,Accept
990,2016-04-31 | Invalid date format | Invalid date format,2016-04-31 | Invalid date format | Invalid date format,Accept
991,2016-05-32 | Invalid date format | Invalid date format,2016-05-32 | Invalid date format | Invalid date format,Accept
992,2016-06-31 | Invalid date format | Invalid date format,2016-06-31 | Invalid date format | Invalid date format,Accept
993,2016-07-32 | Invalid date format | Invalid date format,2016-07-32 | Invalid date format | Invalid date format,Accept
994,2016-08-32 | Invalid date format | Invalid date format,2016-08-32 | Invalid date format | Invalid date format,Accept
995,2016-09-31 | Invalid date format | Invalid date format,2016-09-31 | Invalid date format | Invalid date format,Accept
996,2016-10-32 | Invalid date format | Invalid date format,2016-10-32 | Invalid date format | Invalid date format,Accept
997,2016-11-31 | Invalid date format | Invalid date format,2016-11-31 | Invalid date format | Invalid date format,Accept
998,2016-12-32 | Invalid date format | Invalid date format,2016-12-32 | Invalid date format | Invalid date format,Accept
999,2019-01-32 | Invalid date format | Invalid date format,2019-01-32 | Invalid date format | Invalid date format,Accept
1000,2019-02-29 | Invalid date format | Invalid date format,2019-02-29 | Invalid date format | Invalid date format,Accept
1001,2019-03-32 | Invalid date format | Invalid date format,2019-03-32 | Invalid date format | Invalid date format,Accept
1002,2019-04-31 | Invalid date format | Invalid date format,2019-04-31 | Invalid date format | Invalid date format,Accept
1003,2019-05-32 | Invalid date format | Invalid date format,2019-05-32 | Invalid date format | Invalid date format,Accept
1004,2019-06-31 | Invalid date format | Invalid date format,2019-06-31 | Invalid date format | Invalid date format,Accept
1005,2019-07-32 | Invalid date format | Invalid date format,2019-07-32 | Invalid date format | Invalid date format,Accept
1006,2019-08-32 | Invalid date format | Invalid date format,2019-08-32 | Invalid date format | Invalid date format,Accept
1007,2019-09-31 | Invalid date format | Invalid date format,2019-09-31 | Invalid date format | Invalid date format,Accept
1008,2019-10-32 | Invalid date format | Invalid date format,2019-10-32 | Invalid date format | Invalid date format,Accept
1009,2019-11-31 | Invalid date format | Invalid date format,2019-11-31 | Invalid date format | Invalid date format,Accept
1010,2019-12-32 | Invalid date format | Invalid date format,2019-12-32 | Invalid date format | Invalid date format,Accept
