id,submit_date,start_date,end_date
553,2018-07-07,2018-07-08,2019-07-07
554,2018-07-08,2018-07-09,2019-07-08
555,2018-07-09,2018-07-10,2019-07-09
556,2018-07-10,2018-07-11,2019-07-10
557,2018-07-11,2018-07-12,2019-07-11
558,2018-07-12,2018-07-13,2019-07-12
559,2018-07-13,2018-07-14,2019-07-13
560,2018-07-14,2018-07-15,2019-07-14
561,2018-07-15,2018-07-16,2019-07-15
562,2018-07-16,2018-07-17,2019-07-16
563,2018-07-17,2018-07-18,2019-07-17
564,2018-07-18,2018-07-19,2019-07-18
565,2018-07-19,2018-07-20,2019-07-19
566,2018-07-20,2018-07-21,2019-07-20
567,2018-07-21,2018-07-22,2019-07-21
568,2018-07-22,2018-07-23,2019-07-22
569,2018-07-23,2018-07-24,2019-07-23
570,2018-07-24,2018-07-25,2019-07-24
571,2018-07-25,2018-07-26,2019-07-25
572,2018-07-26,2018-07-27,2019-07-26
573,2018-07-27,2018-07-28,2019-07-27
574,2018-07-28,2018-07-29,2019-07-28
575,2018-07-29,2018-07-30,2019-07-29
576,2018-07-30,2018-07-31,2019-07-30
577,2018-07-31,2018-08-01,2019-07-31
578,2018-08-01,2018-08-02,2019-08-01
579,2018-08-02,2018-08-03,2019-08-02
580,2018-08-03,2018-08-04,2019-08-03
581,2018-08-04,2018-08-05,2019-08-04
582,2018-08-05,2018-08-06,2019-08-05
583,2018-08-06,2018-08-07,2019-08-06
584,2018-08-07,2018-08-08,2019-08-07
585,2018-08-08,2018-08-09,2019-08-08
586,2018-08-09,2018-08-10,2019-08-09
587,2018-08-10,2018-08-11,2019-08-10
588,2018-08-11,2018-08-12,2019-08-11
589,2018-08-12,2018-08-13,2019-08-12
590,2018-08-13,2018-08-14,2019-08-13
591,2018-08-14,2018-08-15,2019-08-14
592,2018-08-15,2018-08-16,2019-08-15
593,2018-08-16,2018-08-17,2019-08-16
594,2018-08-17,2018-08-18,2019-08-17
595,2018-08-18,2018-08-19,2019-08-18
596,2018-08-19,2018-08-20,2019-08-19
597,2018-08-20,2018-08-21,2019-08-20
598,2018-08-21,2018-08-22,2019-08-21
599,2018-08-22,2018-08-23,2019-08-22
600,2018-08-23,2018-08-24,2019-08-23
601,2018-08-24,2018-08-25,2019-08-24
602,2018-08-25,2018-08-26,2019-08-25
603,2018-08-26,2018-08-27,2019-08-26
604,2018-08-27,2018-08-28,2019-08-27
605,2018-08-28,2018-08-29,2019-08-28
606,2018-08-29,2018-08-30,2019-08-29
607,2018-08-30,2018-08-31,2019-08-30
608,2018-08-31,2018-09-01,2019-08-31
609,2018-09-01,2018-09-02,2019-09-01
610,2018-09-02,2018-09-03,2019-09-02
611,2018-09-03,2018-09-04,2019-09-03
612,2018-09-04,2018-09-05,2019-09-04
613,2018-09-05,2018-09-06,2019-09-05
614,2018-09-06,2018-09-07,2019-09-06
615,2018-09-07,2018-09-08,2019-09-07
616,2018-09-08,2018-09-09,2019-09-08
617,2018-09-09,2018-09-10,2019-09-09
618,2018-09-10,2018-09-11,2019-09-10
619,2018-09-11,2018-09-12,2019-09-11
620,2018-09-12,2018-09-13,2019-09-12
621,2018-09-13,2018-09-14,2019-09-13
622,2018-09-14,2018-09-15,2019-09-14
623,2018-09-15,2018-09-16,2019-09-15
624,2018-09-16,2018-09-17,2019-09-16
625,2018-09-17,2018-09-18,2019-09-17
626,2018-09-18,2018-09-19,2019-09-18
627,2018-09-19,2018-09-20,2019-09-19
628,2018-09-20,2018-09-21,2019-09-20
629,2018-09-21,2018-09-22,2019-09-21
630,2018-09-22,2018-09-23,2019-09-22
631,2018-09-23,2018-09-24,2019-09-23
632,2018-09-24,2018-09-25,2019-09-24
633,2018-09-25,2018-09-26,2019-09-25
634,2018-09-26,2018-09-27,2019-09-26
635,2018-09-27,2018-09-28,2019-09-27
636,2018-09-28,2018-09-29,2019-09-28
637,2018-09-29,2018-09-30,2019-09-29
638,2018-09-30,2018-10-01,2019-09-30
639,2018-10-01,2018-10-02,2019-10-01
640,2018-10-02,2018-10-03,2019-10-02
641,2018-10-03,2018-10-04,2019-10-03
642,2018-10-04,2018-10-05,2019-10-04
643,2018-10-05,2018-10-06,2019-10-05
644,2018-10-06,2018-10-07,2019-10-06
645,2018-10-07,2018-10-08,2019-10-07
646,2018-10-08,2018-10-09,2019-10-08
647,2018-10-09,2018-10-10,2019-10-09
648,2018-10-10,2018-10-11,2019-10-10
649,2018-10-11,2018-10-12,2019-10-11
650,2018-10-12,2018-10-13,2019-10-12
651,2018-10-13,2018-10-14,2019-10-13
652,2018-10-14,2018-10-15,2019-10-14
653,2018-10-15,2018-10-16,2019-10-15
654,2018-10-16,2018-10-17,2019-10-16
655,2018-10-17,2018-10-18,2019-10-17
656,2018-10-18,2018-10-19,2019-10-18
657,2018-10-19,2018-10-20,2019-10-19
658,2018-10-20,2018-10-21,2019-10-20
659,2018-10-21,2018-10-22,2019-10-21
660,2018-10-22,2018-10-23,2019-10-22
661,2018-10-23,2018-10-24,2019-10-23
662,2018-10-24,2018-10-25,2019-10-24
663,2018-10-25,2018-10-26,2019-10-25
664,2018-10-26,2018-10-27,2019-10-26
665,2018-10-27,2018-10-28,2019-10-27
666,2018-10-28,2018-10-29,2019-10-28
667,2018-10-29,2018-10-30,2019-10-29
668,2018-10-30,2018-10-31,2019-10-30
669,2018-10-31,2018-11-01,2019-10-31
670,2018-11-01,2018-11-02,2019-11-01
671,2018-11-02,2018-11-03,2019-11-02
672,2018-11-03,2018-11-04,2019-11-03
673,2018-11-04,2018-11-05,2019-11-04
674,2018-11-05,2018-11-06,2019-11-05
675,2018-11-06,2018-11-07,2019-11-06
676,2018-11-07,2018-11-08,2019-11-07
677,2018-11-08,2018-11-09,2019-11-08
678,2018-11-09,2018-11-10,2019-11-09
679,2018-11-10,2018-11-11,2019-11-10
680,2018-11-11,2018-11-12,2019-11-11
681,2018-11-12,2018-11-13,2019-11-12
682,2018-11-13,2018-11-14,2019-11-13
683,2018-11-14,2018-11-15,2019-11-14
684,2018-11-15,2018-11-16,2019-11-15
685,2018-11-16,2018-11-17,2019-11-16
686,2018-11-17,2018-11-18,2019-11-17
687,2018-11-18,2018-11-19,2019-11-18
688,2018-11-19,2018-11-20,2019-11-19
689,2018-11-20,2018-11-21,2019-11-20
690,2018-11-21,2018-11-22,2019-11-21
691,2018-11-22,2018-11-23,2019-11-22
692,2018-11-23,2018-11-24,2019-11-23
693,2018-11-24,2018-11-25,2019-11-24
694,2018-11-25,2018-11-26,2019-11-25
695,2018-11-26,2018-11-27,2019-11-26
696,2018-11-27,2018-11-28,2019-11-27
697,2018-11-28,2018-11-29,2019-11-28
698,2018-11-29,2018-11-30,2019-11-29
699,2018-11-30,2018-12-01,2019-11-30
700,2018-12-01,2018-12-02,2019-12-01
701,2018-12-02,2018-12-03,2019-12-02
702,2018-12-03,2018-12-04,2019-12-03
703,2018-12-04,2018-12-05,2019-12-04
704,2018-12-05,2018-12-06,2019-12-05
705,2018-12-06,2018-12-07,2019-12-06
706,2018-12-07,2018-12-08,2019-12-07
707,2018-12-08,2018-12-09,2019-12-08
708,2018-12-09,2018-12-10,2019-12-09
709,2018-12-10,2018-12-11,2019-12-10
710,2018-12-11,2018-12-12,2019-12-11
711,2018-12-12,2018-12-13,2019-12-12
712,2018-12-13,2018-12-14,2019-12-13
713,2018-12-14,2018-12-15,2019-12-14
714,2018-12-15,2018-12-16,2019-12-15
715,2018-12-16,2018-12-17,2019-12-16
716,2018-12-17,2018-12-18,2019-12-17
717,2018-12-18,2018-12-19,2019-12-18
718,2018-12-19,2018-12-20,2019-12-19
719,2018-12-20,2018-12-21,2019-12-20
720,2018-12-21,2018-12-22,2019-12-21
721,2018-12-22,2018-12-23,2019-12-22
722,2018-12-23,2018-12-24,2019-12-23
723,2018-12-24,2018-12-25,2019-12-24
724,2018-12-25,2018-12-26,2019-12-25
725,2018-12-26,2018-12-27,2019-12-26
726,2018-12-27,2018-12-28,2019-12-27
727,2018-12-28,2018-12-29,2019-12-28
728,2018-12-29,2018-12-30,2019-12-29
729,2018-12-30,2018-12-31,2019-12-30
730,2018-12-31,2019-01-01,2019-12-31
731,2016-01-01,Date before 2017,Date before 2017
732,2016-06-02,Date before 2017,Date before 2017
733,2016-12-08,Date before 2017,Date before 2017
734,2016-06-05,Date before 2017,Date before 2017
735,2016-11-08,Date before 2017,Date before 2017
736,2016-04-04,Date before 2017,Date before 2017
737,2016-10-06,Date before 2017,Date before 2017
738,2016-02-17,Date before 2017,Date before 2017
739,2016-10-04,Date before 2017,Date before 2017
740,2016-05-03,Date before 2017,Date before 2017
741,2016-12-28,Date before 2017,Date before 2017
742,2016-07-05,Date before 2017,Date before 2017
743,2016-12-24,Date before 2017,Date before 2017
744,2016-07-10,Date before 2017,Date before 2017
745,2016-07-25,Date before 2017,Date before 2017
746,2016-08-05,Date before 2017,Date before 2017
747,2016-12-15,Date before 2017,Date before 2017
748,2016-07-26,Date before 2017,Date before 2017
749,2016-01-05,Date before 2017,Date before 2017
750,2016-03-22,Date before 2017,Date before 2017
751,2016-08-17,Date before 2017,Date before 2017
752,2016-02-10,Date before 2017,Date before 2017
753,2016-05-31,Date before 2017,Date before 2017
754,2016-05-12,Date before 2017,Date before 2017
755,2016-02-13,Date before 2017,Date before 2017
756,2016-01-08,Date before 2017,Date before 2017
757,2016-10-19,Date before 2017,Date before 2017
758,2016-11-14,Date before 2017,Date before 2017
759,2016-04-11,Date before 2017,Date before 2017
760,2016-11-19,Date before 2017,Date before 2017
761,2016-08-19,Date before 2017,Date before 2017
762,2016-08-10,Date before 2017,Date before 2017
763,2016-01-03,Date before 2017,Date before 2017
764,2016-03-08,Date before 2017,Date before 2017
765,2016-11-02,Date before 2017,Date before 2017
766,2016-03-02,Date before 2017,Date before 2017
767,2016-09-27,Date before 2017,Date before 2017
768,2016-05-08,Date before 2017,Date before 2017
769,2016-07-29,Date before 2017,Date before 2017
770,2016-03-12,Date before 2017,Date before 2017
771,2016-05-22,Date before 2017,Date before 2017
772,2016-08-14,Date before 2017,Date before 2017
773,2016-03-06,Date before 2017,Date before 2017
774,2016-01-11,Date before 2017,Date before 2017
775,2016-05-29,Date before 2017,Date before 2017
776,2016-03-03,Date before 2017,Date before 2017
777,2016-09-30,Date before 2017,Date before 2017
778,2016-06-09,Date before 2017,Date before 2017
779,2016-11-13,Date before 2017,Date before 2017
780,2016-12-09,Date before 2017,Date before 2017
781,2016-12-01,Date before 2017,Date before 2017
782,2016-02-06,Date before 2017,Date before 2017
783,2016-04-01,Date before 2017,Date before 2017
784,2016-08-28,Date before 2017,Date before 2017
785,2016-12-14,Date before 2017,Date before 2017
786,2016-08-29,Date before 2017,Date before 2017
787,2016-12-04,Date before 2017,Date before 2017
788,2016-03-31,Date before 2017,Date before 2017
789,2016-10-31,Date before 2017,Date before 2017
790,2016-11-12,Date before 2017,Date before 2017
791,2016-07-21,Date before 2017,Date before 2017
792,2016-11-01,Date before 2017,Date before 2017
793,2016-12-25,Date before 2017,Date before 2017
794,2016-11-09,Date before 2017,Date before 2017
795,2016-12-19,Date before 2017,Date before 2017
796,2016-03-13,Date before 2017,Date before 2017
797,2016-10-03,Date before 2017,Date before 2017
798,2016-11-30,Date before 2017,Date before 2017
799,2016-12-17,Date before 2017,Date before 2017
800,2016-11-04,Date before 2017,Date before 2017
801,2016-01-19,Date before 2017,Date before 2017
802,2016-07-17,Date before 2017,Date before 2017
803,2016-12-31,Date before 2017,Date before 2017
804,2016-11-24,Date before 2017,Date before 2017
805,2016-06-21,Date before 2017,Date before 2017
806,2016-06-29,Date before 2017,Date before 2017
807,2016-04-10,Date before 2017,Date before 2017
808,2016-04-03,Date before 2017,Date before 2017
809,2016-09-15,Date before 2017,Date before 2017
810,2016-01-24,Date before 2017,Date before 2017
811,2016-07-12,Date before 2017,Date before 2017
812,2016-09-22,Date before 2017,Date before 2017
813,2016-03-17,Date before 2017,Date before 2017
814,2016-10-21,Date before 2017,Date before 2017
815,2016-04-19,Date before 2017,Date before 2017
816,2016-05-02,Date before 2017,Date before 2017
817,2016-04-18,Date before 2017,Date before 2017
818,2016-07-15,Date before 2017,Date before 2017
819,2016-12-16,Date before 2017,Date before 2017
820,2016-06-04,Date before 2017,Date before 2017
821,2016-06-30,Date before 2017,Date before 2017
822,2016-03-20,Date before 2017,Date before 2017
823,2016-02-02,Date before 2017,Date before 2017
824,2016-04-17,Date before 2017,Date before 2017
825,2016-11-03,Date before 2017,Date before 2017
826,2016-01-15,Date before 2017,Date before 2017
827,2016-01-21,Date before 2017,Date before 2017
828,2016-05-30,Date before 2017,Date before 2017
829,2016-07-01,Date before 2017,Date before 2017
830,2016-11-15,Date before 2017,Date before 2017
831,2016-05-20,Date before 2017,Date before 2017
832,2016-11-29,Date before 2017,Date before 2017
833,2016-06-22,Date before 2017,Date before 2017
834,2016-01-10,Date before 2017,Date before 2017
835,2016-11-10,Date before 2017,Date before 2017
836,2016-10-22,Date before 2017,Date before 2017
837,2016-07-30,Date before 2017,Date before 2017
838,2016-04-28,Date before 2017,Date before 2017
839,2016-11-05,Date before 2017,Date before 2017
840,2016-04-07,Date before 2017,Date before 2017
841,2016-04-15,Date before 2017,Date before 2017
842,2016-12-03,Date before 2017,Date before 2017
843,2016-02-19,Date before 2017,Date before 2017
844,2016-04-14,Date before 2017,Date before 2017
845,2016-11-18,Date before 2017,Date before 2017
846,2019-01-01,Date after 2018,Date after 2018
847,2019-10-11,Date after 2018,Date after 2018
848,2019-06-09,Date after 2018,Date after 2018
849,2019-01-07,Date after 2018,Date after 2018
850,2019-03-15,Date after 2018,Date after 2018
851,2019-05-04,Date after 2018,Date after 2018
852,2019-08-21,Date after 2018,Date after 2018
853,2019-04-18,Date after 2018,Date after 2018
854,2019-06-25,Date after 2018,Date after 2018
855,2019-09-27,Date after 2018,Date after 2018
856,2019-04-03,Date after 2018,Date after 2018
857,2019-03-23,Date after 2018,Date after 2018
858,2019-03-12,Date after 2018,Date after 2018
859,2019-08-26,Date after 2018,Date after 2018
860,2019-11-05,Date after 2018,Date after 2018
861,2019-08-03,Date after 2018,Date after 2018
862,2019-09-17,Date after 2018,Date after 2018
863,2019-06-12,Date after 2018,Date after 2018
864,2019-01-31,Date after 2018,Date after 2018
865,2019-11-04,Date after 2018,Date after 2018
866,2019-02-15,Date after 2018,Date after 2018
867,2019-11-06,Date after 2018,Date after 2018
868,2019-09-07,Date after 2018,Date after 2018
869,2019-05-12,Date after 2018,Date after 2018
870,2019-05-24,Date after 2018,Date after 2018
871,2019-01-30,Date after 2018,Date after 2018
872,2019-08-16,Date after 2018,Date after 2018
873,2019-02-25,Date after 2018,Date after 2018
874,2019-07-25,Date after 2018,Date after 2018
875,2019-01-04,Date after 2018,Date after 2018
876,2019-07-08,Date after 2018,Date after 2018
877,2019-10-02,Date after 2018,Date after 2018
878,2019-04-02,Date after 2018,Date after 2018
879,2019-01-15,Date after 2018,Date after 2018
880,2019-09-11,Date after 2018,Date after 2018
881,2019-09-04,Date after 2018,Date after 2018
882,2019-08-11,Date after 2018,Date after 2018
883,2019-12-27,Date after 2018,Date after 2018
884,2019-05-07,Date after 2018,Date after 2018
885,2019-05-11,Date after 2018,Date after 2018
886,2019-03-16,Date after 2018,Date after 2018
887,2019-10-01,Date after 2018,Date after 2018
888,2019-04-21,Date after 2018,Date after 2018
889,2019-12-10,Date after 2018,Date after 2018
890,2019-11-29,Date after 2018,Date after 2018
891,2019-04-16,Date after 2018,Date after 2018
892,2019-09-30,Date after 2018,Date after 2018
893,2019-11-19,Date after 2018,Date after 2018
894,2019-03-18,Date after 2018,Date after 2018
895,2019-11-01,Date after 2018,Date after 2018
896,2019-08-01,Date after 2018,Date after 2018
897,2019-04-01,Date after 2018,Date after 2018
898,2019-09-05,Date after 2018,Date after 2018
899,2019-11-20,Date after 2018,Date after 2018
900,2019-02-18,Date after 2018,Date after 2018
901,2019-06-26,Date after 2018,Date after 2018
902,2019-05-08,Date after 2018,Date after 2018
903,2019-01-06,Date after 2018,Date after 2018
904,2019-04-05,Date after 2018,Date after 2018
905,2019-03-29,Date after 2018,Date after 2018
906,2019-12-23,Date after 2018,Date after 2018
907,2019-12-22,Date after 2018,Date after 2018
908,2019-12-21,Date after 2018,Date after 2018
909,2019-09-26,Date after 2018,Date after 2018
910,2019-06-24,Date after 2018,Date after 2018
911,2019-04-14,Date after 2018,Date after 2018
912,2019-01-17,Date after 2018,Date after 2018
913,2019-03-09,Date after 2018,Date after 2018
914,2019-05-27,Date after 2018,Date after 2018
915,2019-04-10,Date after 2018,Date after 2018
916,2019-05-16,Date after 2018,Date after 2018
917,2019-02-14,Date after 2018,Date after 2018
918,2019-10-21,Date after 2018,Date after 2018
919,2019-07-10,Date after 2018,Date after 2018
920,2019-03-11,Date after 2018,Date after 2018
921,2019-10-03,Date after 2018,Date after 2018
922,2019-01-18,Date after 2018,Date after 2018
923,2019-04-30,Date after 2018,Date after 2018
924,2019-09-22,Date after 2018,Date after 2018
925,2019-12-03,Date after 2018,Date after 2018
926,2019-05-05,Date after 2018,Date after 2018
927,2019-03-26,Date after 2018,Date after 2018
928,2019-07-12,Date after 2018,Date after 2018
929,2019-03-31,Date after 2018,Date after 2018
930,2019-06-03,Date after 2018,Date after 2018
931,2019-05-20,Date after 2018,Date after 2018
932,2019-04-20,Date after 2018,Date after 2018
933,2019-01-26,Date after 2018,Date after 2018
934,2019-11-22,Date after 2018,Date after 2018
935,2019-04-29,Date after 2018,Date after 2018
936,2019-03-19,Date after 2018,Date after 2018
937,2019-08-06,Date after 2018,Date after 2018
938,2019-08-25,Date after 2018,Date after 2018
939,2019-08-12,Date after 2018,Date after 2018
940,2019-02-05,Date after 2018,Date after 2018
941,2019-10-25,Date after 2018,Date after 2018
942,2019-01-21,Date after 2018,Date after 2018
943,2019-04-26,Date after 2018,Date after 2018
944,2019-10-19,Date after 2018,Date after 2018
945,2019-12-04,Date after 2018,Date after 2018
946,2019-11-24,Date after 2018,Date after 2018
947,2019-04-09,Date after 2018,Date after 2018
948,2019-06-29,Date after 2018,Date after 2018
949,2019-05-29,Date after 2018,Date after 2018
950,2019-07-22,Date after 2018,Date after 2018
951,2019-01-02,Date after 2018,Date after 2018
952,2019-08-14,Date after 2018,Date after 2018
953,2019-05-02,Date after 2018,Date after 2018
954,2019-03-27,Date after 2018,Date after 2018
955,2019-01-12,Date after 2018,Date after 2018
956,2019-05-23,Date after 2018,Date after 2018
957,2019-09-18,Date after 2018,Date after 2018
958,2019-07-07,Date after 2018,Date after 2018
959,2019-03-13,Date after 2018,Date after 2018
960,2019-11-11,Date after 2018,Date after 2018
961,2017-01-32,Invalid date format,Invalid date format
962,2017-02-29,Invalid date format,Invalid date format
963,2017-03-32,Invalid date format,Invalid date format
964,2017-04-31,Invalid date format,Invalid date format
965,2017-05-32,Invalid date format,Invalid date format
966,2017-06-31,Invalid date format,Invalid date format
967,2017-00-15,Invalid date format,Invalid date format
968,2017-07-32,Invalid date format,Invalid date format
969,2017-08-32,Invalid date format,Invalid date format
970,2017-09-31,Invalid date format,Invalid date format
971,2017-10-32,Invalid date format,Invalid date format
972,2017-11-31,Invalid date format,Invalid date format
973,2017-12-32,Invalid date format,Invalid date format
974,2017-13-22,Invalid date format,Invalid date format
975,2018-01-32,Invalid date format,Invalid date format
976,2018-02-29,Invalid date format,Invalid date format
977,2018-03-32,Invalid date format,Invalid date format
978,2018-04-31,Invalid date format,Invalid date format
979,2018-05-32,Invalid date format,Invalid date format
980,2018-06-31,Invalid date format,Invalid date format
981,2018-07-32,Invalid date format,Invalid date format
982,2018-08-32,Invalid date format,Invalid date format
983,2018-09-31,Invalid date format,Invalid date format
984,2018-10-32,Invalid date format,Invalid date format
985,2018-11-31,Invalid date format,Invalid date format
986,2018-12-32,Invalid date format,Invalid date format
987,2016-01-32,Invalid date format,Invalid date format
988,2016-02-30,Invalid date format,Invalid date format
989,2016-03-32,Invalid date format,Invalid date format
990,2016-04-31,Invalid date format,Invalid date format
991,2016-05-32,Invalid date format,Invalid date format
992,2016-06-31,Invalid date format,Invalid date format
993,2016-07-32,Invalid date format,Invalid date format
994,2016-08-32,Invalid date format,Invalid date format
995,2016-09-31,Invalid date format,Invalid date format
996,2016-10-32,Invalid date format,Invalid date format
997,2016-11-31,Invalid date format,Invalid date format
998,2016-12-32,Invalid date format,Invalid date format
999,2019-01-32,Invalid date format,Invalid date format
1000,2019-02-29,Invalid date format,Invalid date format
1001,2019-03-32,Invalid date format,Invalid date format
1002,2019-04-31,Invalid date format,Invalid date format
1003,2019-05-32,Invalid date format,Invalid date format
1004,2019-06-31,Invalid date format,Invalid date format
1005,2019-07-32,Invalid date format,Invalid date format
1006,2019-08-32,Invalid date format,Invalid date format
1007,2019-09-31,Invalid date format,Invalid date format
1008,2019-10-32,Invalid date format,Invalid date format
1009,2019-11-31,Invalid date format,Invalid date format
1010,2019-12-32,Invalid date format,Invalid date format
